FIPS,County,Province/State,Country/Region,Last Update,Lat,Long,Confirmed,Deaths,Recovered,Active,Admin
20111,Lyon,Kansas,US,,38.45576156,-96.15275715,0,0,,,Admin3
20009,Barton,Kansas,US,,38.47889676,-98.75636726,0,0,,,Admin3
20135,Ness,Kansas,US,,38.47974157,-99.91547333,0,0,,,Admin3
20071,Greeley,Kansas,US,,38.4808095,-101.8061079,0,0,,,Admin3
20101,Lane,Kansas,US,,38.48119447,-100.4660754,0,0,,,Admin3
20203,Wichita,Kansas,US,,38.48178252,-101.3471509,0,0,,,Admin3
20171,Scott,Kansas,US,,38.48222076,-100.9066539,0,0,,,Admin3
20165,Rush,Kansas,US,,38.52275276,-99.30863983,0,0,,,Admin3
20121,Miami,Kansas,US,,38.56383358,-94.83832189,0,0,,,Admin3
20059,Franklin,Kansas,US,,38.56443815,-95.28644341,1,0,,,Admin3
20139,Osage,Kansas,US,,38.65235984,-95.72707998,0,0,,,Admin3
20127,Morris,Kansas,US,,38.68827511,-96.65128437,0,0,,,Admin3
20053,Ellsworth,Kansas,US,,38.69677695,-98.20462799,0,0,,,Admin3
20169,Saline,Kansas,US,,38.78369175,-97.65185177,0,0,,,Admin3
20041,Dickinson,Kansas,US,,38.86600962,-97.15532383,0,0,,,Admin3
20045,Douglas,Kansas,US,,38.88503636,-95.2925121,0,0,,,Admin3
20091,Johnson,Kansas,US,,38.88548175,-94.82250877,5,0,,,Admin3
20051,Ellis,Kansas,US,,38.91458712,-99.31751551,0,0,,,Admin3
20167,Russell,Kansas,US,,38.91462787,-98.76254297,0,0,,,Admin3
20195,Trego,Kansas,US,,38.91467218,-99.87284448,0,0,,,Admin3
20063,Gove,Kansas,US,,38.91588178,-100.4829321,0,0,,,Admin3
20199,Wallace,Kansas,US,,38.91686134,-101.7638876,0,0,,,Admin3
20109,Logan,Kansas,US,,38.91735806,-101.148475,0,0,,,Admin3
20197,Wabaunsee,Kansas,US,,38.95471985,-96.20350509,0,0,,,Admin3
20061,Geary,Kansas,US,,38.99871131,-96.7577178,0,0,,,Admin3
20177,Shawnee,Kansas,US,,39.04100763,-95.7557264,0,0,,,Admin3
20105,Lincoln,Kansas,US,,39.04549684,-98.20756994,0,0,,,Admin3
20209,Wyandotte,Kansas,US,,39.11727348,-94.76378225,1,1,,,Admin3
20143,Ottawa,Kansas,US,,39.13237408,-97.65020313,0,0,,,Admin3
20103,Leavenworth,Kansas,US,,39.20183497,-95.03620809,0,0,,,Admin3
20087,Jefferson,Kansas,US,,39.2347941,-95.38289232,0,0,,,Admin3
20161,Riley,Kansas,US,,39.28935726,-96.73420026,0,0,,,Admin3
20027,Clay,Kansas,US,,39.34948772,-97.16518128,0,0,,,Admin3
20065,Graham,Kansas,US,,39.34987223,-99.88332493,0,0,,,Admin3
20179,Sheridan,Kansas,US,,39.35018161,-100.4418259,0,0,,,Admin3
20163,Rooks,Kansas,US,,39.35022773,-99.32484567,0,0,,,Admin3
20141,Osborne,Kansas,US,,39.3503437,-98.76753828,0,0,,,Admin3
20193,Thomas,Kansas,US,,39.35107575,-101.0553705,0,0,,,Admin3
20181,Sherman,Kansas,US,,39.35147699,-101.7197624,0,0,,,Admin3
20149,Pottawatomie,Kansas,US,,39.37925655,-96.34564657,0,0,,,Admin3
20123,Mitchell,Kansas,US,,39.39331582,-98.20906732,0,0,,,Admin3
20085,Jackson,Kansas,US,,39.41673394,-95.79356799,0,0,,,Admin3
20029,Cloud,Kansas,US,,39.48028352,-97.64925343,0,0,,,Admin3
20005,Atchison,Kansas,US,,39.53185661,-95.30870026,0,0,,,Admin3
20131,Nemaha,Kansas,US,,39.78345387,-96.01392079,0,0,,,Admin3
20117,Marshall,Kansas,US,,39.78359669,-96.52278974,0,0,,,Admin3
20201,Washington,Kansas,US,,39.78420784,-97.0875323,0,0,,,Admin3
20137,Norton,Kansas,US,,39.78443827,-99.90286639,0,0,,,Admin3
20147,Phillips,Kansas,US,,39.78465501,-99.34668865,0,0,,,Admin3
20039,Decatur,Kansas,US,,39.78468441,-100.4594081,0,0,,,Admin3
20089,Jewell,Kansas,US,,39.78470589,-98.21820662,0,0,,,Admin3
20183,Smith,Kansas,US,,39.78516566,-98.78566062,0,0,,,Admin3
20153,Rawlins,Kansas,US,,39.78525843,-101.0761617,0,0,,,Admin3
20023,Cheyenne,Kansas,US,,39.78580976,-101.7318201,0,0,,,Admin3
20043,Doniphan,Kansas,US,,39.79067154,-95.14056866,0,0,,,Admin3
20013,Brown,Kansas,US,,39.82652589,-95.56421698,0,0,,,Admin3
20157,Republic,Kansas,US,,39.82799632,-97.65036709,0,0,,,Admin3
21075,Fulton,Kentucky,US,,36.55238827,-89.20140068,0,0,,,Admin3
21035,Calloway,Kentucky,US,,36.62093411,-88.2731593,0,0,,,Admin3
21105,Hickman,Kentucky,US,,36.6794808,-88.97875928,0,0,,,Admin3
21171,Monroe,Kentucky,US,,36.71225341,-85.71596443,0,0,,,Admin3
21083,Graves,Kentucky,US,,36.72292505,-88.65143315,0,0,,,Admin3
21053,Clinton,Kentucky,US,,36.72581156,-85.13377529,0,0,,,Admin3
21013,Bell,Kentucky,US,,36.73355174,-83.67766671,0,0,,,Admin3
21147,McCreary,Kentucky,US,,36.73874143,-84.48102924,0,0,,,Admin3
21213,Simpson,Kentucky,US,,36.74058474,-86.58047435,0,0,,,Admin3
21003,Allen,Kentucky,US,,36.75197631,-86.19457544,0,0,,,Admin3
21235,Whitley,Kentucky,US,,36.75700531,-84.14541217,0,0,,,Admin3
21057,Cumberland,Kentucky,US,,36.78926125,-85.39050034,0,0,,,Admin3
21231,Wayne,Kentucky,US,,36.80310688,-84.8251971,0,0,,,Admin3
21221,Trigg,Kentucky,US,,36.80767017,-87.87333656,0,0,,,Admin3
21219,Todd,Kentucky,US,,36.8381152,-87.17878374,0,0,,,Admin3
21039,Carlisle,Kentucky,US,,36.85372876,-88.9669222,0,0,,,Admin3
21095,Harlan,Kentucky,US,,36.85699301,-83.21899516,0,0,,,Admin3
21141,Logan,Kentucky,US,,36.85949479,-86.877635,0,0,,,Admin3
21157,Marshall,Kentucky,US,,36.8800707,-88.32803576,0,0,,,Admin3
21121,Knox,Kentucky,US,,36.89225732,-83.85403396,0,0,,,Admin3
21047,Christian,Kentucky,US,,36.89267803,-87.49055367,0,0,,,Admin3
21009,Barren,Kentucky,US,,36.96469836,-85.93338945,0,0,,,Admin3
21207,Russell,Kentucky,US,,36.99308373,-85.06070117,0,0,,,Admin3
21169,Metcalfe,Kentucky,US,,36.99459295,-85.63123699,0,0,,,Admin3
21227,Warren,Kentucky,US,,36.99903045,-86.42672751,0,0,,,Admin3
21143,Lyon,Kentucky,US,,37.02080035,-88.07886257,0,0,,,Admin3
21145,McCracken,Kentucky,US,,37.05350953,-88.70445755,0,0,,,Admin3
21007,Ballard,Kentucky,US,,37.05842757,-88.99427697,0,0,,,Admin3
21131,Leslie,Kentucky,US,,37.09246661,-83.37999606,0,0,,,Admin3
21001,Adair,Kentucky,US,,37.10459774,-85.28129668,0,0,,,Admin3
21199,Pulaski,Kentucky,US,,37.10466131,-84.57629079,0,0,,,Admin3
21125,Laurel,Kentucky,US,,37.10975748,-84.11321779,0,0,,,Admin3
21133,Letcher,Kentucky,US,,37.12306748,-82.85346474,0,0,,,Admin3
21033,Caldwell,Kentucky,US,,37.14749129,-87.86948214,0,0,,,Admin3
21051,Clay,Kentucky,US,,37.16451126,-83.712575,0,0,,,Admin3
21031,Butler,Kentucky,US,,37.20946153,-86.68748787,0,0,,,Admin3
21139,Livingston,Kentucky,US,,37.21137452,-88.34797529,0,0,,,Admin3
21061,Edmonson,Kentucky,US,,37.21218923,-86.23955613,0,0,,,Admin3
21177,Muhlenberg,Kentucky,US,,37.21425819,-87.14632053,0,0,,,Admin3
21193,Perry,Kentucky,US,,37.25023553,-83.22922731,0,0,,,Admin3
21087,Green,Kentucky,US,,37.26484328,-85.5540745,0,0,,,Admin3
21099,Hart,Kentucky,US,,37.29943898,-85.88461055,0,0,,,Admin3
21107,Hopkins,Kentucky,US,,37.30939025,-87.54670406,0,0,,,Admin3
21045,Casey,Kentucky,US,,37.32533118,-84.92726209,0,0,,,Admin3
21119,Knott,Kentucky,US,,37.35388197,-82.94981134,0,0,,,Admin3
21055,Crittenden,Kentucky,US,,37.35839237,-88.0882609,0,0,,,Admin3
21203,Rockcastle,Kentucky,US,,37.36642393,-84.31176452,0,0,,,Admin3
21217,Taylor,Kentucky,US,,37.3677562,-85.3329931,0,0,,,Admin3
21109,Jackson,Kentucky,US,,37.41866422,-83.99825483,0,0,,,Admin3
21189,Owsley,Kentucky,US,,37.42823949,-83.68811419,0,0,,,Admin3
21137,Lincoln,Kentucky,US,,37.45475628,-84.6565327,0,0,,,Admin3
21085,Grayson,Kentucky,US,,37.46231118,-86.34248968,0,0,,,Admin3
21195,Pike,Kentucky,US,,37.47088263,-82.39487445,0,0,,,Admin3
21183,Ohio,Kentucky,US,,37.47751843,-86.85368087,0,0,,,Admin3
21233,Webster,Kentucky,US,,37.52168356,-87.67989953,0,0,,,Admin3
21025,Breathitt,Kentucky,US,,37.52333168,-83.31959161,0,0,,,Admin3
21149,McLean,Kentucky,US,,37.5301951,-87.26803443,0,0,,,Admin3
21123,Larue,Kentucky,US,,37.54567114,-85.70138352,0,0,,,Admin3
21155,Marion,Kentucky,US,,37.55218078,-85.26898542,0,0,,,Admin3
21071,Floyd,Kentucky,US,,37.56213922,-82.74750924,0,0,,,Admin3
21129,Lee,Kentucky,US,,37.59645942,-83.71513901,0,0,,,Admin3
21021,Boyle,Kentucky,US,,37.62680923,-84.8633779,0,0,,,Admin3
21079,Garrard,Kentucky,US,,37.6388668,-84.53289319,0,0,,,Admin3
21225,Union,Kentucky,US,,37.66166713,-87.94300009,0,0,,,Admin3
21065,Estill,Kentucky,US,,37.69241417,-83.95956369,0,0,,,Admin3
21093,Hardin,Kentucky,US,,37.6976111,-85.96319251,0,0,,,Admin3
21153,Magoffin,Kentucky,US,,37.70820545,-83.0657714,0,0,,,Admin3
21151,Madison,Kentucky,US,,37.71659336,-84.27220275,0,0,,,Admin3
21059,Daviess,Kentucky,US,,37.73028906,-87.0901948,0,0,,,Admin3
21237,Wolfe,Kentucky,US,,37.73941626,-83.49303612,0,0,,,Admin3
21229,Washington,Kentucky,US,,37.75599461,-85.17407732,0,0,,,Admin3
21027,Breckinridge,Kentucky,US,,37.77377239,-86.42885017,0,0,,,Admin3
21101,Henderson,Kentucky,US,,37.79344553,-87.57392021,0,0,,,Admin3
21159,Martin,Kentucky,US,,37.79990579,-82.51247478,0,0,,,Admin3
21179,Nelson,Kentucky,US,,37.80335779,-85.4657193,1,0,,,Admin3
21167,Mercer,Kentucky,US,,37.81474237,-84.87488475,0,0,,,Admin3
21197,Powell,Kentucky,US,,37.83218794,-83.82553961,0,0,,,Admin3
21091,Hancock,Kentucky,US,,37.83766422,-86.78280584,0,0,,,Admin3
21115,Johnson,Kentucky,US,,37.85106355,-82.8264322,0,0,,,Admin3
21113,Jessamine,Kentucky,US,,37.87119786,-84.58252003,0,0,,,Admin3
21175,Morgan,Kentucky,US,,37.92465657,-83.25558245,0,0,,,Admin3
21165,Menifee,Kentucky,US,,37.94090733,-83.59985712,0,0,,,Admin3
21163,Meade,Kentucky,US,,37.96163597,-86.21028219,0,0,,,Admin3
21049,Clark,Kentucky,US,,37.9689263,-84.14615986,0,0,,,Admin3
21029,Bullitt,Kentucky,US,,37.97162523,-85.68955617,0,0,,,Admin3
21005,Anderson,Kentucky,US,,38.00671029,-84.99171713,0,0,,,Admin3
21215,Spencer,Kentucky,US,,38.03223971,-85.32749335,0,0,,,Admin3
21173,Montgomery,Kentucky,US,,38.03253032,-83.9145241,2,0,,,Admin3
21067,Fayette,Kentucky,US,,38.0368225,-84.45576892,5,0,,,Admin3
21239,Woodford,Kentucky,US,,38.04178222,-84.7417556,0,0,,,Admin3
21127,Lawrence,Kentucky,US,,38.07136018,-82.72882223,0,0,,,Admin3
21063,Elliott,Kentucky,US,,38.11624059,-83.09771563,0,0,,,Admin3
21011,Bath,Kentucky,US,,38.14735938,-83.74588932,0,0,,,Admin3
21111,Jefferson,Kentucky,US,,38.18664655,-85.65931031,4,0,,,Admin3
21205,Rowan,Kentucky,US,,38.19484205,-83.42088935,0,0,,,Admin3
21017,Bourbon,Kentucky,US,,38.2054607,-84.21827874,0,0,,,Admin3
21211,Shelby,Kentucky,US,,38.21476019,-85.194223,0,0,,,Admin3
21073,Franklin,Kentucky,US,,38.2379395,-84.87962551,0,0,,,Admin3
21209,Scott,Kentucky,US,,38.29622293,-84.5816631,0,0,,,Admin3
21043,Carter,Kentucky,US,,38.31690743,-83.05092385,0,0,,,Admin3
21181,Nicholas,Kentucky,US,,38.33342292,-84.01889177,0,0,,,Admin3
21019,Boyd,Kentucky,US,,38.36176608,-82.68652187,0,0,,,Admin3
21069,Fleming,Kentucky,US,,38.36758311,-83.69657514,0,0,,,Admin3
21185,Oldham,Kentucky,US,,38.39791089,-85.448222,0,0,,,Admin3
21097,Harrison,Kentucky,US,,38.44188174,-84.32869741,6,0,,,Admin3
21103,Henry,Kentucky,US,,38.44942688,-85.11587507,0,0,,,Admin3
21187,Owen,Kentucky,US,,38.51679143,-84.82404619,0,0,,,Admin3
21201,Robertson,Kentucky,US,,38.51923469,-84.05055616,0,0,,,Admin3
21135,Lewis,Kentucky,US,,38.53184419,-83.37735618,0,0,,,Admin3
21089,Greenup,Kentucky,US,,38.54332505,-82.9215658,0,0,,,Admin3
21161,Mason,Kentucky,US,,38.59471935,-83.82151043,0,0,,,Admin3
21223,Trimble,Kentucky,US,,38.61056487,-85.33775972,0,0,,,Admin3
21081,Grant,Kentucky,US,,38.64962758,-84.62415957,0,0,,,Admin3
21041,Carroll,Kentucky,US,,38.66599534,-85.12601074,0,0,,,Admin3
21023,Bracken,Kentucky,US,,38.69158994,-84.08532444,0,0,,,Admin3
21191,Pendleton,Kentucky,US,,38.69607718,-84.35599463,0,0,,,Admin3
21077,Gallatin,Kentucky,US,,38.75398691,-84.8558382,0,0,,,Admin3
21117,Kenton,Kentucky,US,,38.93950319,-84.53241199,0,0,,,Admin3
21037,Campbell,Kentucky,US,,38.94384345,-84.37875208,0,0,,,Admin3
21015,Boone,Kentucky,US,,38.97065142,-84.72615357,0,0,,,Admin3
22109,Terrebonne,Louisiana,US,,29.37343766,-90.82626855,1,0,,,Admin3
22075,Plaquemines,Louisiana,US,,29.42245447,-89.60322085,0,0,,,Admin3
22057,Lafourche,Louisiana,US,,29.52470226,-90.40976986,1,0,,,Admin3
22101,St. Mary,Louisiana,US,,29.69262097,-91.44702164,0,0,,,Admin3
22051,Jefferson,Louisiana,US,,29.74075478,-90.11115756,12,0,,,Admin3
22113,Vermilion,Louisiana,US,,29.83517605,-92.30292538,0,0,,,Admin3
22045,Iberia,Louisiana,US,,29.86803617,-91.75871777,0,0,,,Admin3
22023,Cameron,Louisiana,US,,29.87592238,-93.19310676,0,0,,,Admin3
22087,St. Bernard,Louisiana,US,,29.87761636,-89.51887093,0,0,,,Admin3
22007,Assumption,Louisiana,US,,29.89946234,-91.06461642,0,0,,,Admin3
22089,St. Charles,Louisiana,US,,29.90709658,-90.35555967,2,0,,,Admin3
22093,St. James,Louisiana,US,,30.02531716,-90.80212061,0,0,,,Admin3
22071,Orleans,Louisiana,US,,30.06971951,-89.92660315,66,2,,,Admin3
22095,St. John the Baptist,Louisiana,US,,30.12597499,-90.4753503,1,0,,,Admin3
22099,St. Martin,Louisiana,US,,30.13112107,-91.61403569,0,0,,,Admin3
22005,Ascension,Louisiana,US,,30.20406249,-90.9132841,0,0,,,Admin3
22055,Lafayette,Louisiana,US,,30.2049055,-92.06959876,0,0,,,Admin3
22019,Calcasieu,Louisiana,US,,30.22931235,-93.35400434,0,0,,,Admin3
22047,Iberville,Louisiana,US,,30.25734305,-91.3499598,0,0,,,Admin3
22053,Jefferson Davis,Louisiana,US,,30.26896765,-92.81210004,0,0,,,Admin3
22001,Acadia,Louisiana,US,,30.2950649,-92.41419698,0,0,,,Admin3
22103,St. Tammany,Louisiana,US,,30.40942847,-89.95642711,2,0,,,Admin3
22063,Livingston,Louisiana,US,,30.44143993,-90.73061664,0,0,,,Admin3
22121,West Baton Rouge,Louisiana,US,,30.46058217,-91.30989571,0,0,,,Admin3
22033,East Baton Rouge,Louisiana,US,,30.53842039,-91.09777565,0,0,,,Admin3
22097,St. Landry,Louisiana,US,,30.59724262,-92.00135806,0,0,,,Admin3
22105,Tangipahoa,Louisiana,US,,30.62888673,-90.40664996,0,0,,,Admin3
22011,Beauregard,Louisiana,US,,30.64836518,-93.34173616,0,0,,,Admin3
22003,Allen,Louisiana,US,,30.65385745,-92.82442028,0,0,,,Admin3
22077,Pointe Coupee,Louisiana,US,,30.71409502,-91.60209535,0,0,,,Admin3
22039,Evangeline,Louisiana,US,,30.72985248,-92.39915924,0,0,,,Admin3
22091,St. Helena,Louisiana,US,,30.82210324,-90.71013176,0,0,,,Admin3
22037,East Feliciana,Louisiana,US,,30.84425359,-91.04976723,0,0,,,Admin3
22117,Washington,Louisiana,US,,30.85288548,-90.03866652,0,0,,,Admin3
22125,West Feliciana,Louisiana,US,,30.87882871,-91.4148538,0,0,,,Admin3
22009,Avoyelles,Louisiana,US,,31.07796211,-92.00079449,0,0,,,Admin3
22115,Vernon,Louisiana,US,,31.10884837,-93.18153838,0,0,,,Admin3
22079,Rapides,Louisiana,US,,31.19778499,-92.52997303,0,0,,,Admin3
22029,Concordia,Louisiana,US,,31.44817835,-91.63814433,0,0,,,Admin3
22085,Sabine,Louisiana,US,,31.56388699,-93.55433981,0,0,,,Admin3
22043,Grant,Louisiana,US,,31.59882456,-92.56124347,0,0,,,Admin3
22025,Catahoula,Louisiana,US,,31.66778967,-91.84526385,0,0,,,Admin3
22059,LaSalle,Louisiana,US,,31.67884782,-92.15907765,0,0,,,Admin3
22069,Natchitoches,Louisiana,US,,31.72321584,-93.09816516,0,0,,,Admin3
22127,Winn,Louisiana,US,,31.94449367,-92.63789413,0,0,,,Admin3
22107,Tensas,Louisiana,US,,32.00760749,-91.32915234,0,0,,,Admin3
22031,De Soto,Louisiana,US,,32.05457447,-93.74130302,0,0,,,Admin3
22021,Caldwell,Louisiana,US,,32.0902519,-92.11752148,0,0,,,Admin3
22081,Red River,Louisiana,US,,32.09530039,-93.34213308,0,0,,,Admin3
22041,Franklin,Louisiana,US,,32.13675181,-91.67589857,0,0,,,Admin3
22049,Jackson,Louisiana,US,,32.30251776,-92.55692092,0,0,,,Admin3
22013,Bienville,Louisiana,US,,32.34569994,-93.05398492,0,0,,,Admin3
22065,Madison,Louisiana,US,,32.36918118,-91.23973355,0,0,,,Admin3
22083,Richland,Louisiana,US,,32.41391005,-91.76634876,0,0,,,Admin3
22073,Ouachita,Louisiana,US,,32.47645559,-92.15704172,0,0,,,Admin3
22017,Caddo,Louisiana,US,,32.57991587,-93.88375652,1,0,,,Admin3
22061,Lincoln,Louisiana,US,,32.6003154,-92.6659741,0,0,,,Admin3
22015,Bossier,Louisiana,US,,32.67932307,-93.60460152,1,0,,,Admin3
22119,Webster,Louisiana,US,,32.70847669,-93.33121835,0,0,,,Admin3
22035,East Carroll,Louisiana,US,,32.73926954,-91.23425694,0,0,,,Admin3
22123,West Carroll,Louisiana,US,,32.78550125,-91.461201,0,0,,,Admin3
22067,Morehouse,Louisiana,US,,32.81686191,-91.80421614,0,0,,,Admin3
22027,Claiborne,Louisiana,US,,32.82308512,-92.99526883,0,0,,,Admin3
22111,Union,Louisiana,US,,32.83121059,-92.3749373,0,0,,,Admin3
23031,York,Maine,US,,43.47808377,-70.71052375,0,0,,,Admin3
23005,Cumberland,Maine,US,,43.8370751,-70.37226999,1,0,,,Admin3
23023,Sagadahoc,Maine,US,,43.95415864,-69.85074999,0,0,,,Admin3
23015,Lincoln,Maine,US,,44.05996956,-69.54227124,0,0,,,Admin3
23013,Knox,Maine,US,,44.11486325,-69.10529169,0,0,,,Admin3
23001,Androscoggin,Maine,US,,44.1664747,-70.20380627,1,0,,,Admin3
23011,Kennebec,Maine,US,,44.40759555,-69.76738544,0,0,,,Admin3
23027,Waldo,Maine,US,,44.4858305,-69.12061935,0,0,,,Admin3
23017,Oxford,Maine,US,,44.49952995,-70.75682123,0,0,,,Admin3
23009,Hancock,Maine,US,,44.59816444,-68.38401854,0,0,,,Admin3
23007,Franklin,Maine,US,,44.97330019,-70.44381045,0,0,,,Admin3
23029,Washington,Maine,US,,45.01607142,-67.62813524,0,0,,,Admin3
23019,Penobscot,Maine,US,,45.40194593,-68.65020455,0,0,,,Admin3
23025,Somerset,Maine,US,,45.51229767,-69.95995554,0,0,,,Admin3
23021,Piscataquis,Maine,US,,45.83839062,-69.2860223,0,0,,,Admin3
23003,Aroostook,Maine,US,,46.65926321,-68.59841248,0,0,,,Admin3
24039,Somerset,Maryland,US,,38.1163542,-75.75118623,0,0,,,Admin3
24047,Worcester,Maryland,US,,38.21274277,-75.33200012,0,0,,,Admin3
24037,St. Mary's,Maryland,US,,38.30058422,-76.6062928,0,0,,,Admin3
24045,Wicomico,Maryland,US,,38.37301947,-75.62705831,0,0,,,Admin3
24019,Dorchester,Maryland,US,,38.45413522,-76.02752426,0,0,,,Admin3
24017,Charles,Maryland,US,,38.51092331,-76.98580666,1,0,,,Admin3
24009,Calvert,Maryland,US,,38.53961642,-76.56820632,0,0,,,Admin3
24041,Talbot,Maryland,US,,38.76618159,-76.10882561,0,0,,,Admin3
24033,Prince George's,Maryland,US,,38.83070039,-76.8496441,7,0,,,Admin3
24011,Caroline,Maryland,US,,38.87172293,-75.82904158,0,0,,,Admin3
24003,Anne Arundel,Maryland,US,,39.00670238,-76.60329337,2,0,,,Admin3
24035,Queen Anne's,Maryland,US,,39.06198912,-76.03530977,0,0,,,Admin3
24031,Montgomery,Maryland,US,,39.13676329,-77.20358245,7,0,,,Admin3
24029,Kent,Maryland,US,,39.24976208,-76.04741541,0,0,,,Admin3
24027,Howard,Maryland,US,,39.25305293,-76.93126208,0,0,,,Admin3
24510,Baltimore City,Maryland,US,,39.30211911,-76.61151012,1,0,,,Admin3
24005,Baltimore,Maryland,US,,39.45784712,-76.62911955,3,0,,,Admin3
24021,Frederick,Maryland,US,,39.47296601,-77.39999394,0,0,,,Admin3
24023,Garrett,Maryland,US,,39.52786077,-79.27355126,0,0,,,Admin3
24025,Harford,Maryland,US,,39.55010644,-76.3077594,2,0,,,Admin3
24013,Carroll,Maryland,US,,39.56453592,-77.02373735,1,0,,,Admin3
24015,Cecil,Maryland,US,,39.56647682,-75.94627411,0,0,,,Admin3
24043,Washington,Maryland,US,,39.60835778,-77.82002295,0,0,,,Admin3
24001,Allegany,Maryland,US,,39.62357628,-78.69280486,0,0,,,Admin3
25019,Nantucket,Massachusetts,US,,41.2942019,-70.08774729,0,0,,,Admin3
25007,Dukes,Massachusetts,US,,41.40674725,-70.68763497,0,0,,,Admin3
25001,Barnstable,Massachusetts,US,,41.72980578,-70.28854339,1,0,,,Admin3
25005,Bristol,Massachusetts,US,,41.79228404,-71.10872211,1,0,,,Admin3
25023,Plymouth,Massachusetts,US,,41.94070556,-70.80802823,0,0,,,Admin3
25013,Hampden,Massachusetts,US,,42.13440424,-72.63235561,0,0,,,Admin3
25021,Norfolk,Massachusetts,US,,42.16073095,-71.20530408,28,0,,,Admin3
25025,Suffolk,Massachusetts,US,,42.3279514,-71.07850442,27,0,,,Admin3
25015,Hampshire,Massachusetts,US,,42.33997957,-72.65898478,0,0,,,Admin3
25027,Worcester,Massachusetts,US,,42.35026951,-71.90493363,2,0,,,Admin3
25003,Berkshire,Massachusetts,US,,42.37428441,-73.20524838,9,0,,,Admin3
25017,Middlesex,Massachusetts,US,,42.48607732,-71.39049229,65,0,,,Admin3
25011,Franklin,Massachusetts,US,,42.58119713,-72.58602547,0,0,,,Admin3
25009,Essex,Massachusetts,US,,42.6687626,-70.94687179,5,0,,,Admin3
26059,Hillsdale,Michigan,US,,41.88753639,-84.59312019,0,0,,,Admin3
26091,Lenawee,Michigan,US,,41.89475156,-84.06603727,0,0,,,Admin3
26149,St. Joseph,Michigan,US,,41.91441767,-85.52797979,0,0,,,Admin3
26027,Cass,Michigan,US,,41.91522292,-85.99405727,0,0,,,Admin3
26023,Branch,Michigan,US,,41.91600556,-85.05929476,0,0,,,Admin3
26115,Monroe,Michigan,US,,41.92734151,-83.53749864,1,0,,,Admin3
26021,Berrien,Michigan,US,,41.95447397,-86.4131308,0,0,,,Admin3
26077,Kalamazoo,Michigan,US,,42.24542231,-85.53038622,0,0,,,Admin3
26025,Calhoun,Michigan,US,,42.24633834,-85.00493569,0,0,,,Admin3
26075,Jackson,Michigan,US,,42.24807035,-84.42258681,0,0,,,Admin3
26159,Van Buren,Michigan,US,,42.25190229,-86.01939087,0,0,,,Admin3
26161,Washtenaw,Michigan,US,,42.253105,-83.83853204,4,0,,,Admin3
26163,Wayne,Michigan,US,,42.28098405,-83.281255,8,0,,,Admin3
26005,Allegan,Michigan,US,,42.59147037,-85.89102866,0,0,,,Admin3
26015,Barry,Michigan,US,,42.59513984,-85.30834519,0,0,,,Admin3
26045,Eaton,Michigan,US,,42.59599185,-84.83740035,0,0,,,Admin3
26065,Ingham,Michigan,US,,42.59716886,-84.37472069,1,0,,,Admin3
26093,Livingston,Michigan,US,,42.60302282,-83.91297209,0,0,,,Admin3
26125,Oakland,Michigan,US,,42.66090111,-83.38595416,9,0,,,Admin3
26099,Macomb,Michigan,US,,42.69158356,-82.92752801,2,0,,,Admin3
26147,St. Clair,Michigan,US,,42.92655373,-82.67937954,1,0,,,Admin3
26037,Clinton,Michigan,US,,42.94400871,-84.60145248,0,0,,,Admin3
26067,Ionia,Michigan,US,,42.94502238,-85.07413319,0,0,,,Admin3
26155,Shiawassee,Michigan,US,,42.953928,-84.14585902,0,0,,,Admin3
26139,Ottawa,Michigan,US,,42.95996803,-85.9969107,0,0,,,Admin3
26049,Genesee,Michigan,US,,43.02244215,-83.70589709,0,0,,,Admin3
26081,Kent,Michigan,US,,43.03197711,-85.54934642,3,0,,,Admin3
26087,Lapeer,Michigan,US,,43.09052506,-83.22153148,0,0,,,Admin3
26121,Muskegon,Michigan,US,,43.29123859,-86.15176712,0,0,,,Admin3
26057,Gratiot,Michigan,US,,43.29265605,-84.60505416,0,0,,,Admin3
26117,Montcalm,Michigan,US,,43.31082541,-85.15252824,1,0,,,Admin3
26145,Saginaw,Michigan,US,,43.33433923,-84.0513121,0,0,,,Admin3
26151,Sanilac,Michigan,US,,43.42406072,-82.82055898,0,0,,,Admin3
26157,Tuscola,Michigan,US,,43.46606813,-83.41897025,0,0,,,Admin3
26123,Newaygo,Michigan,US,,43.554374,-85.80070107,0,0,,,Admin3
26073,Isabella,Michigan,US,,43.64060976,-84.84664923,0,0,,,Admin3
26107,Mecosta,Michigan,US,,43.64064262,-85.32463223,0,0,,,Admin3
26127,Oceana,Michigan,US,,43.64124435,-86.26726673,0,0,,,Admin3
26111,Midland,Michigan,US,,43.64330771,-84.38804374,0,0,,,Admin3
26017,Bay,Michigan,US,,43.70639106,-83.98731479,1,0,,,Admin3
26063,Huron,Michigan,US,,43.83353985,-83.04078453,0,0,,,Admin3
26035,Clare,Michigan,US,,43.98794227,-84.8481986,0,0,,,Admin3
26051,Gladwin,Michigan,US,,43.98901072,-84.38774817,0,0,,,Admin3
26133,Osceola,Michigan,US,,43.98992088,-85.32566756,0,0,,,Admin3
26085,Lake,Michigan,US,,43.99050893,-85.802173,0,0,,,Admin3
26105,Mason,Michigan,US,,43.99509218,-86.24988902,0,0,,,Admin3
26011,Arenac,Michigan,US,,44.0636262,-83.89277559,0,0,,,Admin3
